"user_id","username","avatar","2022_leagues","createdAt","updatedAt","2023_leagues","2021_leagues","2020_leagues","2019_leagues","2018_leagues"
"453732690718355456","doinkstar","1afaa621c614595d7c97a4927d427b55","[""913888263323213824"", ""913873115695071232"", ""863874687959171072"", ""862109716459921408"", ""861407477118390272"", ""856368025765548032"", ""828331848005431296"", ""815423684696219648"", ""791189787468992512"", ""790012600921485312"", ""786786852072988672"", ""784479874730590208"", ""785191482813485056"", ""787015736408338432"", ""784936855073386496"", ""784569182879649792""]","2023-01-08 18:48:10.375+00","2023-01-09 14:30:47.365+00",NULL,NULL,NULL,NULL,NULL
"456243296197406720","tclark1128","7cc46f40bd34498ca186ea06e8501a9e","[""869023265677590528"", ""864708874832375808"", ""812735412438171648"", ""790646073176764416"", ""784996718172327936"", ""800036424425545728"", ""785212270379667456"", ""784444438746402816"", ""784966430356541440"", ""809534748509724672"", ""867786711407722496"", ""786832585643941888"", ""786735678007410688"", ""866191358837272576"", ""830303964846202880"", ""802190648106151936"", ""821499965187686400"", ""784786866623860736"", ""784854086393720832"", ""784969710050586624"", ""784964919358545920"", ""790673929244094464"", ""785013603416793088"", ""786727192582365184"", ""784967596343717888"", ""812283403658469376"", ""787959627663941632"", ""785083102023254016"", ""792113131554975744"", ""786786852072988672"", ""785013487050067968"", ""790084418617323520"", ""787030114394374144"", ""784974515422822400"", ""784968689010270208"", ""784870715227758592"", ""785582532489007104"", ""784967244286427136"", ""809884718316244992"", ""784799840579244032"", ""784549980630351872"", ""908710133323030528"", ""798433760432472064"", ""792503222676848640"", ""864869087929589760"", ""867634173299544064"", ""871206493901463552"", ""867202102076784640"", ""866163795825913856"", ""865840207679844352"", ""865825958551212032"", ""865795231143051264"", ""865098422003286016"", ""865081805169131520"", ""865064358689001472"", ""861339630744776704"", ""833894955050180608"", ""826336615550029824"", ""824419550358536192"", ""811402600833449984"", ""808913466101465088"", ""799894725845987328"", ""796513711585112064"", ""795523775901851648"", ""793955842591395840"", ""792953364521521152"", ""788887456228487168"", ""786304515849699328"", ""823823533372211200"", ""872338244703035392""]","2022-12-27 01:16:33.52+00","2023-01-14 01:36:38.454+00",NULL,NULL,NULL,NULL,NULL
"457027448358301696","RSPShane","5dadf4f70e824e3506646f13fc2105d4","[""857856091613151232"", ""784822734478823424""]","2023-01-06 03:39:03.442+00","2023-01-06 03:39:03.442+00",NULL,NULL,NULL,NULL,NULL
"462687004631494656","krispykrame","2b11d22b5f832dd1ae0dfcc669f3cc78","[""789515158253912064"", ""786649246257561600"", ""786643466586345472"", ""786614564245639168"", ""785590203610955776"", ""785041322951184384"", ""784885630214778880"", ""784583558059696128"", ""784583521149788160"", ""784572036910538752"", ""784554294375546880"", ""784533264131088384"", ""784482002748502016"", ""784419520751267840"", ""814619726805331968"", ""784473103622340608"", ""784472504726073344"", ""794047999000047616"", ""786641937359888384"", ""791055102160023552"", ""785041848585555968"", ""784482412959805440"", ""830937223426834432"", ""808382816315355136"", ""814715985322962944"", ""784474430033235968"", ""784852146867785728"", ""786531785222848512"", ""784361585476042752"", ""785304916636884992"", ""786649776300109824"", ""786431173407678464"", ""784820973156372480"", ""786828923865538560"", ""786642601355902976"", ""785262905753972736"", ""811026120433590272"", ""785459002602565632"", ""784939970283589632"", ""786639828593790976"", ""785163968359624704"", ""784583246729084928"", ""786644382412591104"", ""786341220342444032"", ""786640651872759808"", ""784442285550092288"", ""867786711407722496"", ""784503480856489984"", ""784528158287323136"", ""785238979598487552"", ""784487858365911040"", ""784441476447903744"", ""784868819414990848"", ""786641501861048320"", ""784872519806087168"", ""784452710027132928"", ""795757138327773184"", ""785264483944759296"", ""786644498393473024"", ""786644962463854592"", ""784541452653985792"", ""786646220704743424"", ""784605507821350912"", ""784440070416515072"", ""785301152605573120"", ""784508280159461376""]","2023-01-04 16:11:04.409+00","2023-01-09 00:27:16.14+00",NULL,NULL,NULL,NULL,NULL
"464838976193163264","Jsim7","f58ce2e3484a02dfc0bd39fb5105f8c6","[""828089842855419904"", ""784613617571094528""]","2023-01-10 01:02:59.692+00","2023-01-10 12:56:59.346+00",NULL,NULL,NULL,NULL,NULL
"467029791636189184","cabFF","42f208851160e8cdf1e2344e43a8df1f","[""814679782867492864"", ""785546528558297088"", ""813153772778950656"", ""808120366689013760"", ""784472353533976576"", ""804836570191462400"", ""799186685480017920"", ""793703892570480640"", ""791123812803522560"", ""796787582963929088"", ""786373821342044160"", ""788166399938961408"", ""788167802342219776"", ""784475185758806016"", ""793195862904909824"", ""791365310929281024"", ""809173466946338816"", ""795757138327773184"", ""784432693319495680"", ""785405914248273920"", ""784473013142867968"", ""784400127312916480"", ""787198278746906624"", ""802389183707594752"", ""793658845019877376"", ""784625922140733440"", ""784467519577669632"", ""791520717698105344"", ""791356840540774400"", ""786305133951725568"", ""788323091049730048"", ""788082591059271680"", ""791863954447106048"", ""790019750301392896""]","2023-01-13 01:46:33.825+00","2023-01-13 14:27:19.349+00",NULL,NULL,NULL,NULL,NULL
"471199066429059072","McFresh","708fccb9d458961c9e5a2264bbf7485f","[""788633639884886016"", ""790131924285906944"", ""790134331782836224"", ""788697296060674048"", ""829104648823640064"", ""788639629074178048"", ""795988797845282816"", ""788646593812373504"", ""789037138967695360"", ""790144558812995584"", ""795234955386032128"", ""788695481814487040"", ""789038895605112832"", ""795871012225933312"", ""790136234298187776"", ""788916356509732864"", ""795232935572791296"", ""788703083810127872"", ""790145582655205376"", ""788692787754295296"", ""806440372040503296"", ""789027287763976192"", ""788691265956003840"", ""788579721821671424"", ""788698772883517440"", ""786850705259540480"", ""790139003734175744"", ""788651343861702656"", ""788701268821553152"", ""789029259661455360"", ""784930870652948480"", ""788918983477837824"", ""784931194746867712"", ""789040926050861056"", ""784926590168629248"", ""784549401724059648"", ""788648652037058560"", ""788694102895140864"", ""798802238297464832"", ""785221004644487168"", ""784989882991923200"", ""784514123122761728"", ""784931003897671680"", ""785681671847673856"", ""804902630924095488"", ""829099868260790272"", ""791018430064103424"", ""833790760464805888"", ""832450462765645824"", ""814662004789850112"", ""812387941400817664"", ""794242016455278592"", ""784463451664805888"", ""784508933837611008"", ""784370331476488192"", ""795778701676630016"", ""797207423436840960"", ""785720816091635712"", ""836422783318732800"", ""816439702293975040"", ""841241278434893824"", ""807087976902430720"", ""785285588684230656"", ""813908118571433984"", ""800686127437684736"", ""785844187861016576"", ""787570684426592256"", ""852573099416211456"", ""796519073268727808"", ""785411543046189056"", ""787413560283299840"", ""837571679185149952"", ""784963041363095552"", ""785785357399629824"", ""785848671714541568"", ""784515427157032960"", ""841844714360655872"", ""826591490200403968"", ""784534279987253248"", ""813471591274008576"", ""784931662411718656"", ""784926440192868352"", ""784931405862944768"", ""850210588373168128"", ""784457511452397568"", ""850586904016584704""]","2022-12-27 06:50:59.154+00","2023-01-14 22:13:04.173+00",NULL,NULL,NULL,NULL,NULL
"471718938078605312","TheDealerIsBack","8648b10347d0ca569731316073c90dd6",NULL,"2023-01-16 22:39:58.9+00","2023-01-16 22:39:58.9+00","[""919351705798578176"", ""918022162374840320"", ""917159370474098688"", ""917159367714144256"", ""913819885329891328"", ""920814630329503744"", ""920814111301292032"", ""920770595053219840"", ""920704216333651968"", ""920487731686404096"", ""920486347612213248"", ""920420413690273792"", ""920092262820847616"", ""920031188683665408"", ""920019963119788032"", ""919845877395640320"", ""918727645410484224"", ""919840384526704640"", ""919772115362988032"", ""919740247636791296"", ""919735315802234880"", ""919723706342080512"", ""919719455129751552"", ""919484061838565376"", ""919463407655497728"", ""919460265828134912"", ""919458191220568064"", ""919455552361611264"", ""919452975108542464"", ""919442215221497856"", ""919404090948472832"", ""919402387670978560"", ""919401453071007744"", ""919400506471075840"", ""919398460506443776"", ""919396429905391616"", ""919363531089223680"", ""919351848031608832"", ""919351708365492224"", ""919351086333423616"", ""919350973322051584"", ""919334967262490624"", ""919315240104341504"", ""919327233645359104"", ""919325727911202816"", ""919325136879181824"", ""919324534019317760"", ""919322744343355392"", ""918991172910043136"", ""919318969624895488"", ""917405835456880640"", ""919283726230609920"", ""918880103990587392"", ""919283631451910144"", ""919107224637636608"", ""918731321344647168"", ""919042717844340736"", ""918995252311171072"", ""918700572344393728"", ""918892225508122624"", ""918683335877201920"", ""918880031336812544"", ""918716985687535616"", ""918714880499412992"", ""918697169304113152"", ""918689996750688256"", ""918680944809283584"", ""918620828626055168"", ""918615221781082112"", ""918579555806449664"", ""918549705460649984"", ""918549432809922560"", ""918549163829391360"", ""918354007956054016"", ""918344141698998272"", ""918339617173168128"", ""918338897179090944"", ""918194923474833408"", ""918335381299429376"", ""918333564964622336"", ""918318387733020672"", ""918305446128115712"", ""918233574099402752"", ""918200458509021184"", ""918198918813655040"", ""918193244834541568"", ""918069619120807936"", ""918066535447683072"", ""918023342249254912"", ""917976970318008320"", ""918022164740546560"", ""917401002943295488"", ""918022008007872512"", ""918021959345491968"", ""918017280678912000"", ""917888520344739840"", ""918011156160524288"", ""917983519300083712"", ""917976838838910976"", ""917964142995730432"", ""917917509104439296"", ""917911330538283008"", ""917880529251520512"", ""917552469948063744"", ""917722622681710592"", ""917667584567386112"", ""917635096831201280"", ""917563871337246720"", ""917562218248871936"", ""917553940680794112"", ""917553366849794048"", ""917452943232741376"", ""917447626453307392"", ""917530675786936320"", ""917503816138977280"", ""920783132364754944"", ""917500087469932544"", ""917280936599982080"", ""917495096373776384"", ""917470430380863488"", ""917461279823056896"", ""917415180651499520"", ""917403671535841280"", ""917271815838433280"", ""917253065890209792"", ""917237890126630912"", ""917198478013505536"", ""917175109796855808"", ""917114906283995136"", ""917161410046746624"", ""917104711915008000"", ""917159370524463104"", ""917153997214081024"", ""917150254431227904"", ""917128568583548928"", ""917128139795468288"", ""917123967633408000"", ""917092250356871168"", ""917065609563770880"", ""917052500627451904"", ""917016638241812480"", ""916851696691884032"", ""917011395286396928"", ""916837251164946432"", ""916934576604319744"", ""916827882809413632"", ""916933978156802048"", ""916812766927839232"", ""916908670544539648"", ""916812586958618624"", ""916897860954718208"", ""916891135807717376"", ""916853048239247360"", ""916704234626838528"", ""916703688855654400"", ""916811302465630208"", ""916584906682163200"", ""916807555857383424"", ""916565055301398528"", ""916799860899336192"", ""916753787946131456"", ""916704650425065472"", ""916704049079189504"", ""916564514315870208"", ""916555344325816320"", ""916541258557030400"", ""916521137381912576"", ""916500957494665216"", ""916499272583970816"", ""916492298089979904"", ""916479785898119168"", ""916476001159458816"", ""916461806615486464"", ""916461229844054016"", ""916455353439739904"", ""916455063600689152"", ""916415517362188288"", ""916452513686237184"", ""916452048076582912"", ""916451168048599040"", ""916443779526258689"", ""916437089477169152"", ""916423812449734656"", ""916421938325778432"", ""916377833654771712"", ""916350553515515904"", ""916339590204715008"", ""916334951887425536"", ""916271612536803328"", ""916325667325820928"", ""916325302710820864"", ""916323740617834496"", ""916323568819077120"", ""916323382633934848"", ""916323308109582336"", ""916308576120152064"", ""916271491195510784"", ""916270598198792192""]",NULL,NULL,NULL,NULL
"491027483013935104","Cnarvs","fe428dd121b587bd0afc8bd59a9beed3","[""913888263323213824"", ""786346350324420608"", ""784544618762125312"", ""785006540175384576"", ""784570997083844608"", ""784247681651421184"", ""785053344803778560"", ""784517695306588160"", ""784510482508857344"", ""786786852072988672"", ""787879642232147968"", ""801643831706652672"", ""784843591251050496"", ""802176061763858432"", ""828721058013122560"", ""784461270551293952"", ""831956385355898880"", ""785468694196322304"", ""819644089770336256"", ""817554181266219008"", ""807087976902430720"", ""785041322951184384"", ""812836320283037696"", ""785590172912906240"", ""835348889602215936"", ""790012600921485312"", ""784608028577136640"", ""785177860125151232"", ""798986072288780288"", ""789325474542329856"", ""825444988748947456""]","2023-01-08 20:30:29.255+00","2023-01-09 14:32:20.902+00",NULL,NULL,NULL,NULL,NULL
"496322599559622656","JayFFO","fbc77fcb72a12fd47ddf12fb02f30eba","[""874105808357572608"", ""853851343020990464"", ""901902292335579136"", ""849410220294799360"", ""849118874094940160"", ""842008420281327616"", ""832775602963582976"", ""814378277807431680"", ""809925546250215424"", ""785580476571234304"", ""784407981755322368"", ""784356748042592256"", ""805842302563123200"", ""798684666772185088"", ""786706073678667776"", ""786630321834745856"", ""823793397679620096"", ""801194224467955712"", ""784357164574740480"", ""784360309468106752"", ""784960390428745728"", ""784401580144402432"", ""784357744227553280""]","2022-12-29 16:12:32.529+00","2023-01-06 14:48:09.718+00",NULL,NULL,NULL,NULL,NULL
"499658604832354304","tgucks","7e876ca32226f65c496d0aa8cc03d79f","[""821806193474404352""]","2023-01-01 08:15:34.35+00","2023-01-01 08:15:34.35+00",NULL,NULL,NULL,NULL,NULL
"516422519261388800","mcnutted","a205f9309cd9aa15da6045b4d01ea027","[""901595545431494656"", ""868669028573577216"", ""794429584513826816"", ""785348133868691456"", ""784611830541733888"", ""784799840579244032"", ""784967596343717888"", ""786727192582365184"", ""785465619226161152"", ""784883687664803840"", ""784480603549671424"", ""858910027916935168"", ""784509061679919104"", ""784481793347850240"", ""781250702738624512"", ""858893759969079296"", ""849645245854511104"", ""808127922983546880"", ""806170267473772544"", ""828849519486664704"", ""784483694776811520"", ""784489461152198656"", ""861715777039069184"", ""785633716801323008"", ""797947023465762816"", ""809212870897270784"", ""853341831470096384"", ""784488469274701824"", ""784487171376742400"", ""784485344237191168"", ""779507986019299328""]","2022-12-27 18:27:46.039+00","2022-12-27 18:28:21.955+00",NULL,NULL,NULL,NULL,NULL
"519768363306831872","hankojones","cd5afe758c9d96aa60ab32f325790753","[""913888263323213824"", ""786786852072988672"", ""784505024251297792"", ""784479874730590208"", ""784447791433932800""]","2023-01-09 14:30:28.916+00","2023-01-09 14:30:28.916+00",NULL,NULL,NULL,NULL,NULL
"520998012318748672","mcherry","983a195779d1ecc9d359dbfb27d0ef5f","[""784580657543286784"", ""784460972382416896"", ""784448472433700864"", ""784446340234141696"", ""785275083114598400"", ""784432112169316352""]","2022-12-29 23:27:01.979+00","2023-01-10 17:45:07.242+00",NULL,NULL,NULL,NULL,NULL
"539683602128859136","sainthead54","838c7a34dc31e2172f2a56b48a95b7ab","[""862096930363289600"", ""861720562161033216"", ""861682381956956160"", ""861063756283748352"", ""859784482948001792"", ""859505939286450176"", ""859196659148627968"", ""859178350290345984"", ""858605573803970560"", ""857743897416294400"", ""857731946464280576"", ""857482866362265600"", ""856804901219569664"", ""856353950658588672"", ""856054325468872704"", ""856048289009778688"", ""855642520351244288"", ""855206459540086784"", ""854611671845568512"", ""854279529580052480"", ""854250216860262400"", ""854230263033597952"", ""854085690990919680"", ""853924422359281664"", ""853357550454833152"", ""852448704878215168"", ""852385150535835648"", ""852366860371480576"", ""852099543678955520"", ""852081858354208768"", ""851571856703094784"", ""850586904016584704"", ""850190762632126464"", ""850097170416791552"", ""849930783165616128"", ""849848952193916928"", ""849747460917141504"", ""849710738862874624"", ""849429927412477952"", ""849172899456712704"", ""849096993455353856"", ""849076923580649472"", ""848483582291853312"", ""848438499140022272"", ""848043764718096384"", ""848021956946153472"", ""847740565687746560"", ""847695973319819264"", ""847691375628648448"", ""847374087469764608"", ""847309990124457984"", ""846998447675531264"", ""846613336253657088"", ""846482285736890368"", ""846465242014781440"", ""846265840117616640"", ""846223242757779456"", ""845918072308076544"", ""845843921027309568"", ""845552702271385600"", ""845380808972824576"", ""844990300526043136"", ""844432212488220672"", ""844083024361537536"", ""843917300263415808"", ""843738105482702848"", ""843711007535771648"", ""843692473384534016"", ""842598154938466304"", ""841891890138824704"", ""841805191538929664"", ""841776624939704320"", ""841446435164631040"", ""841418358795632640"", ""840846633632628736"", ""840658536362029056"", ""839739003585536000"", ""839018373928067072"", ""839005910616608768"", ""838885909737906176"", ""838663683436556288"", ""838647356676239360"", ""835262190649982976"", ""833917479809064960"", ""833165697889705984"", ""832114045741023232"", ""829973507260686336"", ""826001224255000576"", ""825564988902137856"", ""825230401940332544"", ""824938584137121792"", ""824833025111089152"", ""823802145861124096"", ""822367063866724352"", ""820182873050025984"", ""819803923723456512"", ""817026454914199552"", ""816990744270176256"", ""814657979818336256"", ""814494360321241088"", ""814308904380010496"", ""813541318889431040"", ""810654079398318080"", ""810090470356144128"", ""802388072875536384"", ""802388070686138368"", ""787540952440016896"", ""784465535843868672"", ""887166230006497280"", ""885389399100301312"", ""785967736705802240"", ""784998616069713920"", ""869813187447554048"", ""792118128522960896"", ""785217706348691456"", ""872998714288009216"", ""872585337581559808"", ""789651690788864000"", ""869814250397458432"", ""817281661413761024"", ""786856963559559168"", ""866541937061175296"", ""866478962304507904"", ""863563004598415360"", ""844642887055548416"", ""863442437685776384"", ""858808592030121984"", ""797509610436169728"", ""853455931973939200"", ""853168843969921024"", ""846664284225261568"", ""784694031308476416"", ""846236912653045760"", ""784883761165811712"", ""836441819796586496"", ""833970567097978880"", ""833969747778465792"", ""833969230360743936"", ""831211890645520384"", ""830106657244704768"", ""784382689200435200"", ""822024304957947904"", ""784439811573420032"", ""821837195680780288"", ""820752767424540672"", ""774776148411396096"", ""820204619211870208"", ""820204616401649664"", ""819710555337097216"", ""819625604742750208"", ""815799079002054656"", ""815753438704041984"", ""811003290618810368"", ""810224510539268096"", ""809441776850030592"", ""808225573888462848"", ""805649064132730880"", ""804879761917714432"", ""804097610007846912"", ""802632785855623168"", ""801643831706652672"", ""801316502119751680"", ""800968919174225920"", ""799395814563741696"", ""799158310665289728"", ""798326448283832320"", ""797961418145124352"", ""797434796518248448"", ""795871012225933312"", ""795232935572791296"", ""792911870578241536"", ""792401452659249152"", ""792167360046927872"", ""792167270754385920"", ""792117177200250880"", ""790145582655205376"", ""790139003734175744"", ""790134331782836224"", ""790131924285906944"", ""789664467297419264"", ""789552927160266752"", ""788918983477837824"", ""788833871255969792"", ""788701268821553152"", ""788648652037058560"", ""788643467097124864"", ""788633639884886016"", ""788581580464635904"", ""787782956650463232"", ""787413594378752000"", ""787405033774981120"", ""787079176854327296"", ""786842224318091264"", ""786681457631440896"", ""786641139703857152"", ""786447376457048064"", ""786445600324517888"", ""785922181547859968"", ""785731857135497216"", ""785728118307766272"", ""785725128398131200"", ""785577772646006784"", ""785575108487057408"", ""785573533794304000"", ""785553233736241152"", ""785546926639677440"", ""785542843551907840"", ""785534214949994496"", ""785522919592812544"", ""785402591751319552"", ""785397882382647296"", ""785390149046554624"", ""785350018117783552"", ""785306359825563648"", ""785254843601268736"", ""785247749531648000"", ""785244902299652096"", ""785222224939515904"", ""785183307523620864"", ""785158934318166016"", ""785155815781879808"", ""785151468951986176"", ""785142608061186048"", ""785137117423599616"", ""785120063106748416"", ""785116602805923840"", ""785112075251855360"", ""785039209793740800"", ""785033941349441536"", ""785028498795421696"", ""785020679031500800"", ""785015884153540608"", ""785010005651865600"", ""785004255630200832"", ""785001334695952384"", ""784997505573257216"", ""784995959590481920"", ""784993313102110720"", ""784989882991923200"", ""784979375740329984"", ""784960282056368128"", ""784958049533231104"", ""784956951871242240"", ""784947025937600512"", ""784944070375186432"", ""784943131245281280"", ""784941409777164288"", ""784939998410641408"", ""784934389233659904"", ""784931003897671680"", ""784928178723467264"", ""784926412363722752"", ""784879620460847104"", ""784834880088498176"", ""784833819307085824"", ""784829695840608256"", ""784827980802273280"", ""784826302569017344"", ""784821681813393408"", ""784808913278218240"", ""784800968234610688"", ""784797416313487360"", ""784795787375788032"", ""784790632509153280"", ""784788055813947392"", ""784669727699132416"", ""784666476887080960"", ""784664953360642048"", ""784663471517265920"", ""784659807083831296"", ""784637075923316736"", ""784630354375008256"", ""784630272745472000"", ""784630228151566336"", ""784627825243234304"", ""784624483506982912"", ""784620625498095616"", ""784616600467869696"", ""784607274114146304"", ""784600460869939200"", ""784600036976799744"", ""784588030135619584"", ""784586251360694272"", ""784584554148134912"", ""784582786743963648"", ""784576723340697600"", ""784573909986078720"", ""784571092621737984"", ""784570940574031872"", ""784561863676518400"", ""784557503223566336"", ""784556762845028352"", ""784547889358757888"", ""784546917882462208"", ""784539529427169280"", ""784538098666180608"", ""784536242430853120"", ""784534046637170688"", ""784530312620298240"", ""784523130940047360"", ""784523070458204160"", ""784521643614699520"", ""784519882896175104"", ""784519167800983552"", ""784517247333982208"", ""784511809603350528"", ""784507917377392640"", ""784506964955783168"", ""784504752280076288"", ""784500193453268992"", ""784481006756425728"", ""784478520423411712"", ""784476282938359808"", ""784471682621513728"", ""784469630818316288"", ""784467558647586816"", ""784466037654573056"", ""784463817785634816"", ""784457511452397568"", ""784455469627473920"", ""784453937049747456"", ""784449923709079552"", ""784439887138013184"", ""784432657701421056"", ""784417151451779072"", ""784415117973581824"", ""784371782206480384"", ""784365671793475584"", ""784280114149060608"", ""783780932099371008"", ""782737189497884672"", ""781897011237601280"", ""775523059795869696"", ""839008252237844480"", ""872719503182741504"", ""871860741530132480"", ""870915181948088320"", ""865840207679844352"", ""865001961706082304"", ""864283582519214080"", ""863675841790464000"", ""863648590403330048"", ""863594842855448576"", ""863259880163741696"", ""862568554954895360""]","2023-01-02 01:46:42.084+00","2023-01-02 01:46:42.084+00",NULL,NULL,NULL,NULL,NULL
"545695681547001856","SideshowTim","a79c11bb674c9aacf56ef38c42332a1e","[""800189772818669568"", ""843666091023667200"", ""854834189118308352"", ""789664395365085184"", ""853308260395098112"", ""850473017644531712"", ""800016977287573504"", ""825575119031234560"", ""788157362820222976"", ""847624896577122304"", ""785234809340465152""]","2022-12-27 00:28:29.258+00","2023-01-04 16:04:18.044+00",NULL,NULL,NULL,NULL,NULL
"548280730001842176","Tbuford3165","3d6e9103575d61cc33804c6d872135f7","[""786642635283607552"", ""785687683002466304"", ""785380061644722176"", ""786647833880231936"", ""784450738725253120"", ""801961585626177536"", ""788474174925578240"", ""784437073800257536"", ""784523037650341888"", ""784650951339458560"", ""785696758436216832"", ""812783601476313088"", ""786431933210103808"", ""791356840540774400"", ""784429237544271872"", ""819710555337097216"", ""784662829302222848"", ""792410890757595136"", ""812172087593664512"", ""784789767488450560"", ""784509525913874432"", ""784471111088922624"", ""784475514374107136"", ""785421873738543104"", ""785010373429481472"", ""784685293205880832"", ""785455014645800960"", ""784556937978187776"", ""794381670210981888"", ""784472932704432128"", ""795447118729940992"", ""785013235748380672"", ""807512486126395392"", ""786675321490558976"", ""785198241175240704"", ""785041848585555968"", ""787494106321502208"", ""788842198039932928"", ""784442801814368256"", ""784632105098436608"", ""784888580941135872"", ""785461391128723456"", ""790423890282250240"", ""784682026774196224"", ""787182264567107584"", ""786295474545168384"", ""784437570720370688"", ""784451080699437056"", ""784487294789881856"", ""784487322140917760"", ""785578431348932608"", ""786453811811217408"", ""784462511104729088"", ""784428439460503552"", ""784474233391697920"", ""786270828206673920"", ""785085641905065984"", ""788996993493164032"", ""784690403545858048"", ""784368178624053248"", ""784367941377495040"", ""784585744508424192"", ""784595484537954304"", ""789247070589534208"", ""784459217527521280"", ""784886733404815360"", ""803700679037292544"", ""785075410714173440"", ""808180480833880064"", ""798306600774393856"", ""785058563843305472"", ""820403491389423616"", ""784409271495462912"", ""786013547367997440"", ""788826470515634176"", ""784538561260175360"", ""784375860877795328"", ""784533264131088384"", ""784581301289238528"", ""785792998716854272"", ""785195830725480448"", ""785468694196322304"", ""789868737896501248"", ""785687853131960320"", ""785662436186517504"", ""788396590376292352"", ""813262905842700288"", ""852396517145845760"", ""784834562617413632"", ""784432426331070464"", ""784630481533657088"", ""784483594205777920"", ""870018605348225024"", ""785195497035051008"", ""789232395646828544"", ""784466621052895232"", ""850666300060590080"", ""784417100625289216"", ""788916031384014848"", ""784613824983601152"", ""784557960113311744"", ""795757138327773184"", ""785686693801046016"", ""791055102160023552"", ""784465535843868672"", ""784356748042592256"", ""787795808509661184"", ""785590013189562368"", ""784553033534160896"", ""786308561595641856"", ""786644962463854592"", ""784475235704549376"", ""784462920808558592"", ""785991002627616768"", ""786437458995867648"", ""786307932613648384"", ""784451729805692928"", ""784718432338825216"", ""816068129942810624"", ""784575342840053760"", ""787934216863264768"", ""791069270984486912"", ""830116356086153216"", ""808879224428564480"", ""785991027969576960"", ""857341179254161408"", ""787901720473751552"", ""784953640094928896"", ""787761708402909184"", ""784588187027832832"", ""785049661256957952"", ""841025459046170624"", ""819682993139453952"", ""788900121298505728"", ""786029698038968320"", ""784776574271672320"", ""784945294461747200"", ""784367587168546816"", ""784583558059696128"", ""785000536402501632"", ""801354752171560960"", ""791000460227088384"", ""823718596025913344"", ""789960580797661184"", ""784363115604262912"", ""867178467966447616"", ""784452955159023616"", ""787507813948723200"", ""823672680787066880"", ""784504886267154432"", ""785301254439067648"", ""810370807502090240"", ""784716539181015040"", ""788136897737306112"", ""785686410912108544"", ""801173653638189056"", ""784163229759823872"", ""785686284122501120"", ""784842223245221888"", ""787920690258042880"", ""788161213212246016"", ""804849220761784320"", ""784465273892802560"", ""824321871704096768"", ""782029932669865984"", ""785188400683737088"", ""785637938494283776"", ""801846347220230144"", ""785646207153520640"", ""785590344631857152"", ""784575732394418176"", ""784465483083669504"", ""784852758929985536"", ""784900911842656256"", ""786622585780699136"", ""785590109063016448"", ""797140729691500544"", ""784429411880550400"", ""784979872945729536"", ""784465112168841216"", ""784515027649552384"", ""785677989215133696"", ""823311964490031104"", ""784459526740041728"", ""856397399197868032"", ""784611537619943424"", ""784508292151042048"", ""786393980995837952"", ""784975817930383360"", ""787899940847341568"", ""785172686870577152"", ""789248172861038592""]","2022-12-29 23:23:21.799+00","2023-01-01 17:38:32.681+00",NULL,NULL,NULL,NULL,NULL
"549286544921694208","Portuga","a7edf17a1956ebe79017732156625301","[""864708874832375808"", ""804523961051353088"", ""784451450813202432"", ""784876543892709376"", ""785035274190180352"", ""784447370640359424"", ""784841609098493952"", ""784528991989133312"", ""784991958379675648"", ""785421873738543104"", ""784557960113311744"", ""787721738048966656"", ""791069270984486912"", ""784509700254408704"", ""784918029707370496"", ""784482412959805440""]","2022-12-29 15:09:21.918+00","2023-01-10 04:03:56.7+00",NULL,NULL,NULL,NULL,NULL
"564293151869616128","KrarJ14","d8b367a9353d4a1b03b8714233ced278","[""785177437993582592"", ""784481725190414336""]","2022-12-31 18:58:26.842+00","2022-12-31 18:58:26.842+00",NULL,NULL,NULL,NULL,NULL
"565314947024752640","AVdweeb","bb7ad4ec2964edb0f7bfeb3954590674","[""799144468379963392"", ""784472193634598912"", ""821267959447130112"", ""864699742167359488"", ""829600105115004928"", ""834942755460476928"", ""868952779731959808"", ""866485166447706112""]","2023-01-05 06:30:38.099+00","2023-01-05 07:23:21.865+00",NULL,NULL,NULL,NULL,NULL
"565368840783429632","MRinker","faff021c4df248de7d2e63731606babd","[""796619936188436480"", ""785053344803778560""]","2023-01-03 18:38:06.389+00","2023-01-03 18:38:06.389+00",NULL,NULL,NULL,NULL,NULL
"565684665600733184","rubik","a044360087956c3dd2f78c338c520ab7","[""871203560979922944"", ""861242347944534016"", ""851973220155371520"", ""789263675314790400"", ""787684819806076928"", ""786431644054781952"", ""787603981798129664"", ""820128398134317056"", ""785574463008837632"", ""784475061708025856"", ""784470557470150656"", ""787458004625846272"", ""784471461330038784"", ""784826557876277248"", ""784499459299139584"", ""784518151651086336"", ""785282944750252032"", ""785242823355138048"", ""784471944530649088"", ""784598977935949824""]","2022-12-27 03:42:13.933+00","2023-01-01 17:28:49.912+00",NULL,NULL,NULL,NULL,NULL
"566782680507924480","aestey","91189c041337f02268b17bca86b92f04","[""863905925973590016"", ""829483119332687872"", ""807672499801272320"", ""784426929884393472"", ""784414878298427392"", ""784403944347729920"", ""784403894175432704"", ""784403839565553664"", ""784403778647506944"", ""784403726139019264"", ""784403649026768896"", ""784403521511550976"", ""784395395844476928"", ""774354790779052032""]","2023-01-13 17:59:18.458+00","2023-01-13 17:59:18.458+00",NULL,NULL,NULL,NULL,NULL
